,start,end,length,delta_x,delta_y,angle,interval
0,126,186,60,-0.29194536407818816,-0.12391239059982695,22.99816008567094,126
1,209,304,95,-2.8653006201263054,-1.3886907957220842,25.85751829320219,23
2,329,428,99,-3.8522284227299934,-1.095551990960928,15.875452380829524,25
3,453,545,92,-5.526636140380305,-0.4082885077776979,4.225135970275903,25
4,569,661,92,-3.74108076168892,-1.539103983130076,22.3625719164038,24
5,687,825,138,-4.236285564464396,-4.146050607537816,44.38324085360688,26
6,1048,1132,84,-5.448564852174485,0.10391774674249632,-1.0926412138388726,223
7,1986,2289,303,-1.3077037580298452,-0.5869712019263602,24.173232677149617,854
8,2410,2567,157,-1.8465620728944572,-0.7989312263287474,23.39614407842404,121
9,2743,2933,190,-2.87283405282912,-1.6129207674382542,29.31154852287079,176
10,3197,3498,301,-6.221708918583815,-3.8196740682873553,31.54688058083557,264
11,3531,3655,124,-3.0251513991448746,-3.1368661977583514,46.03863470584068,33
12,4554,5620,1066,-2.755012768681027,0.2828541456150049,-5.861955779487634,899
13,10601,10708,107,-2.712775434181779,-2.3588243801697075,41.00775454998415,4981
14,10736,10950,214,-6.25799883355711,-2.255785095767834,19.8224225862863,28
15,11149,11354,205,-0.14835808612700419,-1.2623231301540017,83.29690187620675,199
16,12008,12093,85,1.2282126296511962,1.0458793464660374,40.415916634267084,654
17,12341,12575,234,-0.9825725705192383,-0.5447548443409858,29.004726930624816,248
18,12733,13156,423,-0.9220815404934513,1.3076694555167307,-54.81105422774092,158
19,13212,13380,168,0.8143691793903542,3.669977961209213,77.48877074758522,56
20,22399,22554,155,-1.6944903661341613,-0.7514089303995775,23.914529976880637,9019
21,22847,23242,395,0.17902556979598216,-4.03661675190655,-87.46057333848995,293
22,23506,26610,3104,0.8794847696199781,0.3278247884004486,20.442759167064413,264
23,32423,32718,295,-0.31625387302619856,-2.821737470118933,83.60510744476963,5813
24,32878,32973,95,-0.3353018767995195,0.546644538627163,-58.47579992940242,160
25,33756,35782,2026,5.974840940842583,-2.5311043567577087,-22.95883070541873,783
26,39049,42102,3053,3.5366455528381664,-2.789072618686035,-38.26005056598376,3267
27,44017,45967,1950,1.3860676234328793,-0.6834833143017249,-26.248350932796587,1915
28,56098,56485,387,2.935915408315978,-2.2659478435666927,-37.66106178659113,10131
29,56844,57129,285,-1.0669224769234091,-0.3632810047944446,18.80341518364401,359
30,59534,61793,2259,1.5575608213517427,2.208166354300559,54.802238362436995,2405
31,63849,68130,4281,0.13945237977017655,-2.159399448773897,-86.30501290541142,2056
32,68187,71785,3598,1.5688016113993513,-1.1718006314133902,-36.75752364541455,57
33,72102,80782,8680,5.210222617786897,-2.480395841864066,-25.457405612689943,317
34,82103,82475,372,0.30665305489682737,-1.7588534523708717,-80.10999033260285,1321
35,85851,86328,477,1.191441467087003,-0.3323385744612608,-15.585818719254341,3376
36,86379,87609,1230,-0.17955057481957226,-3.0059077173360578,86.5816378760338,51
37,90534,91044,510,-0.9372897839040633,-2.848813473264272,71.78824727082053,2925
38,91178,91330,152,-2.739634068884783,1.1719853698541272,-23.160707193140254,134
39,91386,91768,382,-2.665660070960598,0.7812861728838385,-16.335488948284233,56
40,92741,95675,2934,3.175956928351013,3.012577427177405,43.487722382735846,973
41,96547,97635,1088,2.675431546278759,-2.6260113445147937,-44.465902580666224,872
42,97689,99058,1369,1.0271357008504225,0.18296097563725766,10.100013027331599,54
43,122940,124960,2020,4.159950972961525,-2.8997930350912924,-34.8793445621675,23882
44,129687,130542,855,1.3105648349600614,0.5626706426901649,23.23551477421701,4727
45,134728,139690,4962,0.47082537906068467,1.3271732824821356,70.46745082949256,4186
46,140199,140476,277,1.087536189211363,-0.12021280485831198,-6.307687187267955,509
47,144438,145102,664,-1.0819839914969407,-1.3750138249676098,51.801162997118595,3962
48,160783,162289,1506,4.770759610186644,0.3298081846246532,3.9546322889356778,15681
49,162340,164930,2590,5.629171372910747,-0.9817304580347184,-9.892915513149475,51
50,164986,166311,1325,1.8005367849460754,-1.3899852416140561,-37.667559242108595,56
51,177404,179089,1685,4.2072023070597595,-1.3422729316910846,-17.69485085489833,11093
52,179134,182925,3791,1.4164359586405055,0.7112230410686351,26.66221403097102,45
53,183825,184003,178,0.18529575161667822,0.3472433001596045,61.914755145445994,900
54,185226,188241,3015,0.5703273380062797,2.275583329521524,75.92983857545396,1223
55,188304,189469,1165,5.4944273839321625,-2.514092847690236,-24.587477618383467,63
56,197192,199317,2125,4.060912735971101,-1.589960710826304,-21.38173012943159,7723
57,199387,201244,1857,1.159527015672154,-1.1069434366616377,-43.67093932297602,70
58,210619,212026,1407,2.911378056066411,-1.478609279857082,-26.924769221562432,9375
59,231252,237597,6345,1.2549572140256373,-2.5081343037318646,-63.41868507948896,19226
60,240985,241998,1013,3.6561816758313057,-2.2791774983748354,-31.938441139243697,3388
61,247138,248097,959,2.34232421039232,2.184465487590643,43.00278440915069,5140
62,251966,253873,1907,0.2227975048860742,-3.356755904441414,-86.20268462976614,3869
63,254739,256584,1845,3.6040375455418996,2.6017121198557334,35.82507281733675,866
64,258187,258938,751,1.0775819588669435,-3.2627081304765824,-71.72304425044636,1603
65,259133,259290,157,-3.2839098521657206,-3.8997286896926653,49.89971313034827,195
66,259317,262563,3246,-0.67030327886404,2.3575058384287217,-74.12810159250232,27
67,264085,264201,116,0.16008190511826115,-0.06803788231329122,-23.026423495561424,1522
68,264234,264475,241,-2.873681586358657,-0.15818392500389677,3.1507088099375156,33
69,265006,265419,413,0.48713052367979515,-3.022258274961942,-80.843759578958,531
70,266602,273500,6898,2.526050047728816,0.6081678815723564,13.536815177597749,1183
71,273566,274917,1351,1.3396584413399637,-3.2247959516460583,-67.44081664121305,66
72,275342,275655,313,0.2382207308189095,-0.7473153550013762,-72.31934734721023,425
73,288269,288485,216,1.7768161841547254,-2.745749484849142,-57.09248091585405,12614
74,297862,301484,3622,2.7659161041424056,-1.0133857939198236,-20.121996438849433,9377
75,326856,327049,193,-0.20710740728480914,-2.977666491195208,86.02128029094412,25372
76,327116,327478,362,-0.9558169489398267,0.9019500366575812,-43.33914465548237,67
77,330134,332465,2331,-0.4471083691164779,-1.1092662870300245,68.04727463511712,2656
78,332552,334213,1661,0.4439274828691566,-2.1779017661599624,-78.47907541195144,87
79,337714,340680,2966,1.7095667008675548,-2.1158065698292035,-51.06187083063296,3501
80,340749,341811,1062,2.7417406690651234,-2.2081233135800886,-38.84702289898918,69
81,342656,344082,1426,1.2422859254029959,-1.2584332534553937,-45.36995792968496,845
82,345948,348332,2384,1.4255026932289638,-2.2743615521976466,-57.92172826282189,1866
83,351486,353255,1769,1.9304017054801221,-2.836795999879328,-55.765236982257804,3154
84,353380,356906,3526,1.9544344160969018,-0.9523923027151682,-25.97988909291796,125
85,356973,362771,5798,1.3352979293674565,-1.9092559712794923,-55.03177780081899,67
86,362845,367016,4171,0.30687846652875805,-2.1530017484824526,-81.88797728885937,74
87,371808,374281,2473,1.2537846814920925,-1.645010144828234,-52.68627679973665,4792
88,390183,393373,3190,2.4913084880095226,-1.5152126244976643,-31.3079468803935,15902
89,393491,397530,4039,0.6919388314654071,-1.77171281389829,-68.66697033252157,118
90,397629,402530,4901,1.723712009168736,-2.302126317038045,-53.1760473520942,99
